分類1,分類2,分類3,分類4
財務,安全性,資本構成,DER
財務,安全性,資本構成,STAKEHOLDER
財務,安全性,資本構成,デットエクイティレシオ
財務,安全性,資本構成,デット・エクイティ・レシオ
財務,安全性,資本構成,DEレシオ
財務,安全性,資本構成,有利子負債
財務,安全性,資本構成,有利子負債水準
財務,安全性,資本構成,有利子負債水準の限度額
財務,安全性,資本構成,有利子負債水準限度額
財務,安全性,資本構成,有利子負債の限度額
財務,安全性,資本構成,有利子負債限度額
財務,安全性,資本構成,手元現預金の確保
財務,安全性,資本構成,手元現預金確保
財務,安全性,資本構成,資本配分
財務,安全性,資本構成,政策保有株式
財務,安全性,資本構成,自己資本比率
財務,安全性,資本構成,株主資本比率
財務,安全性,資本構成,資本構成
財務,安全性,資本構成,最適資本構成
財務,安全性,資本構成,最適負債資本構成
財務,企業価値,企業価値,企業価値
財務,企業価値,企業価値,企業価値最大化
財務,企業価値,企業価値,企業価値の最大化
財務,企業価値,企業価値,企業価値向上
財務,企業価値,企業価値,企業価値の向上
財務,企業価値,企業価値,企業価値を向上
財務,企業価値,企業価値,企業価値評価
財務,企業価値,企業価値,企業ブランド価値
外部評価,外部評価,サステナビリティ銘柄,MSCI
外部評価,外部評価,サステナビリティ銘柄,MSCI ESG Rating
外部評価,外部評価,サステナビリティ銘柄,DJSI
外部評価,外部評価,サステナビリティ銘柄,S&P
外部評価,外部評価,サステナビリティ銘柄,FTSE
外部評価,外部評価,サステナビリティ銘柄,Top100 グローバル・イノベーター
外部評価,外部評価,サステナビリティ銘柄,EcoVadis
外部評価,外部評価,サステナビリティ銘柄,NiKKEI225
外部評価,外部評価,サステナビリティ銘柄,Japan Times Satoyama & ESG Awards
外部評価,外部評価,サステナビリティ銘柄,IR優良企業賞
外部評価,外部評価,サステナビリティ銘柄,GPIF
外部評価,外部評価,開示・コミュニケーション,インターブランド
外部評価,外部評価,開示・コミュニケーション,日経アニュアルリポートアウォード
外部評価,外部評価,開示・コミュニケーション,WICI
外部評価,外部評価,健全経営,PRIDE指標
外部評価,外部評価,健全経営,くるみん
外部評価,外部評価,健全経営,プラチナくるみん
外部評価,外部評価,健全経営,なでしこ銘柄
外部評価,外部評価,健全経営,健康経営銘柄
外部評価,外部評価,健全経営,健康経営優良法人
ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,GRI
ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,IIRC
ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,SASB
ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,WBA
ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,GRI対照表
ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ISO26000
ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,価値協創ガイダンス
ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,ESG基準・フレームワーク・ガイドライン,国際統合報告フレームワーク
宣言,宣言,宣言,グローバルコンパクト
開示,開示,開示,第三者保証
